Word	Valence	Arousal	Dominance
severely	0.219	0.673	0.700
severity	0.260	0.712	0.661
sew	0.510	0.340	0.340
sewage	0.255	0.343	0.339
sewer	0.286	0.367	0.282
sewerage	0.208	0.450	0.198
sewing	0.625	0.337	0.356
sex	0.803	0.939	0.704
sexist	0.255	0.798	0.411
sexual	0.584	0.959	0.640
sexuality	0.670	0.898	0.657
sexy	0.865	0.945	0.802
shabby	0.235	0.519	0.259
shack	0.396	0.425	0.339
shackle	0.276	0.580	0.414
shade	0.388	0.265	0.278
shades	0.490	0.300	0.380
shading	0.420	0.324	0.318
shadow	0.302	0.343	0.158
shadowy	0.135	0.373	0.330
shady	0.323	0.509	0.375
shaft	0.549	0.275	0.472
shag	0.417	0.462	0.340
shaggy	0.510	0.302	0.321
shake	0.439	0.689	0.539
shakedown	0.286	0.692	0.481
shaken	0.344	0.657	0.333
shaker	0.520	0.728	0.518
shaking	0.275	0.849	0.255
shaky	0.260	0.734	0.223
shall	0.510	0.385	0.412
shallow	0.427	0.298	0.351
shallows	0.388	0.368	0.368
sham	0.354	0.602	0.395
shaman	0.490	0.531	0.604
shambles	0.271	0.696	0.287
shame	0.060	0.670	0.155
shamed	0.135	0.567	0.218
shameful	0.040	0.680	0.264
shameless	0.274	0.713	0.407
shampoo	0.604	0.180	0.250
shanghai	0.551	0.450	0.509
shank	0.530	0.393	0.286
shanty	0.427	0.459	0.255
shape	0.592	0.240	0.422
shapely	0.771	0.441	0.830
shard	0.388	0.407	0.426
share	0.759	0.548	0.545
shareholder	0.656	0.632	0.915
sharing	0.827	0.462	0.545
shark	0.260	0.845	0.596
sharp	0.459	0.585	0.585
sharpen	0.582	0.694	0.611
sharpened	0.573	0.647	0.727
sharpener	0.532	0.435	0.327
sharpness	0.729	0.385	0.653
sharpshooter	0.240	0.929	0.764
shatter	0.108	0.821	0.464
shattered	0.097	0.806	0.309
shattering	0.135	0.760	0.475
shave	0.521	0.410	0.480
shaver	0.418	0.450	0.392
shaving	0.500	0.469	0.353
shawl	0.720	0.365	0.230
sheaf	0.396	0.387	0.456
shear	0.286	0.647	0.388
shears	0.429	0.527	0.254
sheath	0.460	0.314	0.342
sheathing	0.378	0.480	0.642
shed	0.427	0.402	0.470
sheen	0.812	0.510	0.712
sheep	0.604	0.206	0.161
sheepdog	0.684	0.442	0.529
sheepish	0.326	0.441	0.205
sheer	0.604	0.250	0.481
sheet	0.439	0.174	0.302
sheik	0.521	0.579	0.708
shelf	0.561	0.202	0.366
shell	0.615	0.408	0.391
shellfish	0.594	0.412	0.393
shelling	0.337	0.917	0.773
shelter	0.704	0.229	0.569
sheltered	0.590	0.377	0.717
shelters	0.582	0.333	0.482
shelved	0.306	0.166	0.321
shepherd	0.656	0.304	0.610
sherbet	0.592	0.363	0.348
sheriff	0.602	0.541	0.802
sherry	0.594	0.477	0.315
shield	0.510	0.373	0.663
shift	0.479	0.610	0.491
shifting	0.518	0.548	0.546
shifty	0.365	0.687	0.483
shilling	0.521	0.342	0.430
shimmer	0.745	0.562	0.656
shimmering	0.844	0.648	0.904
shimmy	0.478	0.476	0.462
shin	0.459	0.500	0.231
shindig	0.552	0.560	0.491
shine	0.844	0.539	0.741
shiner	0.740	0.510	0.556
shingle	0.510	0.200	0.410
shining	0.885	0.673	0.812
shiny	0.885	0.604	0.787
ship	0.646	0.500	0.439
shipment	0.582	0.440	0.452
shipping	0.622	0.327	0.443
shipshape	0.594	0.480	0.474
shipwreck	0.268	0.768	0.373
shipyard	0.398	0.583	0.595
shire	0.479	0.257	0.609
shirt	0.698	0.186	0.231
shit	0.000	0.678	0.294
shitday	0.281	0.658	0.390
shitfaced	0.214	0.695	0.380
shithead	0.120	0.645	0.302
shitless	0.271	0.545	0.333
shitload	0.020	0.606	0.161
shittest	0.076	0.673	0.232
shitty	0.020	0.679	0.163
shiver	0.260	0.765	0.236
shivering	0.122	0.663	0.373
shoals	0.396	0.408	0.375
shock	0.286	0.821	0.453
shocked	0.292	0.773	0.375
shocker	0.235	0.804	0.616
shocking	0.378	0.853	0.833
shockingly	0.510	0.924	0.721
shoddy	0.082	0.463	0.179
shoe	0.517	0.225	0.288
shoelace	0.396	0.280	0.307
shoemaker	0.396	0.269	0.491
shoes	0.729	0.324	0.210
shoeshine	0.392	0.387	0.325
shook	0.163	0.759	0.509
shoot	0.092	0.926	0.625
shooter	0.224	0.814	0.774
shooting	0.276	0.931	0.602
shootout	0.080	0.927	0.615
shop	0.725	0.632	0.565
shopkeeper	0.677	0.510	0.730
shoplifter	0.167	0.830	0.500
shoplifting	0.152	0.833	0.441
shopper	0.646	0.615	0.741
shopping	0.915	0.445	0.630
shore	0.542	0.304	0.204
shoreline	0.677	0.296	0.529
shorn	0.396	0.415	0.400
short	0.184	0.264	0.237
short story	0.697	0.321	0.348
shortage	0.094	0.455	0.198
shortcake	0.677	0.359	0.398
shortcoming	0.195	0.370	0.258
shortcut	0.594	0.308	0.426
shorten	0.302	0.382	0.460
shortening	0.286	0.333	0.385
shorthand	0.459	0.450	0.461
shortly	0.582	0.310	0.360
shortness	0.459	0.280	0.272
shorts	0.622	0.481	0.287
shortstop	0.418	0.529	0.450
shortwave	0.460	0.271	0.368
shot	0.144	0.750	0.569
shotgun	0.200	0.868	0.684
shoulder	0.562	0.286	0.406
shout	0.229	0.925	0.444
shove	0.306	0.690	0.602
shovel	0.427	0.308	0.267
shoveling	0.265	0.620	0.537
show	0.673	0.771	0.719
showbiz	0.661	0.713	0.598
showboat	0.618	0.625	0.509
showcase	0.521	0.255	0.415
showdown	0.302	0.950	0.692
shower	0.669	0.346	0.336
showgirl	0.633	0.694	0.481
showing	0.622	0.540	0.491
showoff	0.344	0.598	0.463
showroom	0.740	0.441	0.536
showy	0.698	0.657	0.661
shrapnel	0.240	0.740	0.681
shred	0.224	0.750	0.627
shrew	0.306	0.463	0.390
shrewd	0.551	0.673	0.816
shriek	0.459	0.827	0.491
shrill	0.312	0.721	0.640
shrimp	0.571	0.361	0.425
shrine	0.802	0.255	0.574
shrink	0.385	0.453	0.272
shrinking	0.190	0.400	0.217
shrivel	0.160	0.409	0.143
shroud	0.417	0.457	0.389
shrub	0.531	0.340	0.340
shrubbery	0.490	0.267	0.332
shrug	0.208	0.296	0.278
shrunk	0.163	0.354	0.218
shrunken	0.500	0.373	0.221
shudder	0.344	0.791	0.559
shuddering	0.302	0.802	0.638
shuffle	0.459	0.450	0.556
shuffleboard	0.531	0.459	0.377
shuffling	0.521	0.408	0.293
shun	0.418	0.604	0.389
shunned	0.271	0.464	0.367
shunt	0.312	0.500	0.470
shut	0.240	0.352	0.311
shutdown	0.173	0.367	0.418
shuteye	0.521	0.430	0.431
shutit	0.281	0.442	0.480
shutter	0.191	0.380	0.482
shuttle	0.531	0.591	0.547
shutup	0.333	0.560	0.491
shy	0.280	0.153	0.132
shyness	0.312	0.265	0.246
shyster	0.292	0.567	0.424
sib	0.698	0.298	0.593
sibling	0.857	0.340	0.636
sic	0.370	0.459	0.380
sick	0.104	0.431	0.136
sickbay	0.296	0.510	0.345
sicken	0.051	0.500	0.294
sickening	0.074	0.618	0.259
sickle	0.427	0.585	0.370
sickly	0.188	0.550	0.191
sickness	0.094	0.704	0.288
side	0.439	0.288	0.395
sidearm	0.410	0.474	0.500
sidebar	0.469	0.364	0.405
sideboard	0.590	0.259	0.426
sideburns	0.777	0.327	0.308
sidecar	0.552	0.449	0.500
sidekick	0.602	0.439	0.509
sideline	0.440	0.382	0.517
sideshow	0.458	0.594	0.658
sidestep	0.378	0.559	0.407
sidewalk	0.479	0.192	0.348
sideways	0.788	0.245	0.291
sidewinder	0.500	0.500	0.439
siege	0.271	0.750	0.567
siesta	0.740	0.046	0.295
sieve	0.459	0.250	0.333
sift	0.542	0.412	0.461
sifting	0.571	0.469	0.474
sigh	0.469	0.387	0.273
sight	0.684	0.250	0.528
sighting	0.582	0.560	0.627
sightseeing	0.875	0.552	0.697
sigma	0.490	0.472	0.535
sign	0.620	0.481	0.397
signal	0.615	0.417	0.464
signature	0.570	0.422	0.657
significance	0.820	0.460	0.644
significant	0.827	0.649	0.786
signification	0.583	0.337	0.530
signify	0.453	0.422	0.634
signpost	0.510	0.400	0.446
silence	0.438	0.200	0.223
silencer	0.417	0.356	0.482
silent	0.469	0.125	0.280
silently	0.448	0.185	0.306
silhouette	0.582	0.410	0.288
silicon	0.439	0.448	0.445
silicone	0.480	0.340	0.333
silk	0.760	0.115	0.300
silken	0.730	0.265	0.394
silky	0.802	0.397	0.271
sill	0.433	0.375	0.324
silliness	0.327	0.368	0.192
silly	0.384	0.349	0.161
silo	0.400	0.365	0.357
silt	0.510	0.269	0.200
silver	0.684	0.451	0.615
silverware	0.663	0.365	0.409
silvery	0.543	0.460	0.517
similar	0.562	0.250	0.423
similarity	0.729	0.255	0.518
simile	0.615	0.363	0.464
simmer	0.650	0.293	0.393
simmering	0.382	0.613	0.412
simple	0.653	0.130	0.314
simples	0.724	0.240	0.263
simpleton	0.429	0.144	0.358
simplicity	0.667	0.250	0.337
simplify	0.565	0.347	0.602
simplistic	0.490	0.245	0.391
simply	0.535	0.148	0.393
simulate	0.551	0.375	0.417
simulated	0.500	0.461	0.356
simulating	0.552	0.462	0.481
simulation	0.552	0.574	0.567
simulator	0.677	0.559	0.583
simultaneous	0.691	0.577	0.554
simultaneously	0.656	0.490	0.609
sin	0.177	0.712	0.449
sincere	0.918	0.265	0.725
sincerity	0.908	0.351	0.686
sinful	0.143	0.788	0.417
sing	0.858	0.606	0.420
singer	0.802	0.735	0.628
singing	0.885	0.594	0.528
single	0.291	0.354	0.259
singly	0.553	0.354	0.466
singular	0.610	0.302	0.482
singularity	0.582	0.348	0.654
singularly	0.571	0.330	0.527
sinister	0.125	0.896	0.581
sink	0.375	0.439	0.322
sinker	0.302	0.557	0.538
sinking	0.135	0.439	0.342
sinner	0.237	0.667	0.356
sinning	0.170	0.700	0.422
sinus	0.531	0.563	0.340
sip	0.375	0.380	0.213
siphon	0.354	0.333	0.435
sipping	0.469	0.349	0.377
sir	0.622	0.306	0.778
sire	0.854	0.452	0.808
siren	0.570	0.627	0.500
sirloin	0.546	0.418	0.373
sissy	0.333	0.562	0.232
sister	0.916	0.324	0.562
sisterhood	0.837	0.415	0.696
sit	0.561	0.230	0.368
sitcom	0.562	0.537	0.407
site	0.677	0.265	0.452
sith	0.439	0.564	0.373
sitter	0.656	0.429	0.404
sitting	0.561	0.146	0.353
situate	0.510	0.310	0.483
situated	0.542	0.231	0.543
situation	0.531	0.387	0.600
six	0.500	0.154	0.271
sixpence	0.469	0.417	0.463
sixteen	0.583	0.290	0.324
sixth	0.521	0.275	0.366
sixty	0.694	0.240	0.433
sizable	0.727	0.337	0.657
size	0.531	0.336	0.569
sizzle	0.427	0.704	0.368
ska	0.458	0.575	0.245
skate	0.740	0.653	0.508
skateboard	0.677	0.550	0.353
skater	0.633	0.774	0.652
skating	0.745	0.673	0.435
skedaddle	0.427	0.596	0.422
skeet	0.469	0.549	0.413
skein	0.449	0.372	0.287
skeletal	0.306	0.558	0.318
skeleton	0.183	0.464	0.343
skeptic	0.135	0.440	0.500
skeptical	0.207	0.500	0.452
skepticism	0.229	0.480	0.582
sketch	0.704	0.276	0.420
sketching	0.729	0.327	0.400
sketchy	0.333	0.479	0.241
skewed	0.340	0.480	0.361
skewer	0.470	0.365	0.457
ski	0.684	0.670	0.471
skid	0.357	0.640	0.440
skier	0.802	0.788	0.639
skiff	0.479	0.375	0.472
skiing	0.823	0.824	0.620
skijump	0.635	0.647	0.482
skill	0.847	0.701	0.833
skilled	0.886	0.614	0.929
skillet	0.510	0.296	0.345
skillful	0.802	0.616	0.908
skim	0.418	0.328	0.322
skimpy	0.302	0.349	0.208
skin	0.569	0.350	0.395
skinny	0.333	0.333	0.298
skip	0.458	0.804	0.439
skipper	0.440	0.577	0.692
skirmish	0.290	0.640	0.474
skirt	0.602	0.463	0.226
skirting	0.449	0.529	0.386
skirts	0.622	0.538	0.241
skit	0.438	0.434	0.421
skittish	0.156	0.815	0.172
skull	0.276	0.558	0.574
skunk	0.284	0.491	0.380
sky	0.958	0.234	0.401
skylight	0.708	0.314	0.343
skyline	0.592	0.412	0.662
skyscraper	0.622	0.696	0.798
slab	0.398	0.265	0.264
slack	0.521	0.283	0.446
slag	0.266	0.600	0.254
slam	0.459	0.577	0.480
slammer	0.417	0.565	0.391
slander	0.184	0.604	0.454
slanderous	0.057	0.800	0.337
slang	0.479	0.418	0.491
slant	0.469	0.396	0.536
slap	0.100	0.804	0.518
slash	0.260	0.500	0.509
slashes	0.330	0.328	0.410
slate	0.531	0.283	0.431
slates	0.500	0.270	0.342
slaughter	0.052	0.953	0.602
slaughterhouse	0.146	0.794	0.472
slaughtering	0.133	0.947	0.714
slave	0.171	0.795	0.151
slavery	0.052	0.783	0.218
slay	0.133	0.920	0.585
slayer	0.041	0.930	0.661
sleaze	0.312	0.538	0.405
sleazy	0.292	0.674	0.370
sled	0.635	0.547	0.446
sledding	0.625	0.547	0.422
sledge	0.646	0.500	0.361
sledgehammer	0.449	0.479	0.482
sleek	0.750	0.484	0.643
sleep	0.719	0.090	0.339
sleeper	0.640	0.154	0.254
sleeping	0.704	0.091	0.312
sleepless	0.213	0.410	0.207
sleeplessness	0.104	0.604	0.202
sleepover	0.815	0.519	0.340
sleepy	0.604	0.125	0.250
sleepyhead	0.327	0.350	0.294
sleet	0.410	0.355	0.395
sleeve	0.531	0.270	0.273
sleeveless	0.638	0.290	0.200
sleigh	0.742	0.551	0.396
sleight	0.719	0.677	0.379
slender	0.812	0.548	0.664
sleuth	0.460	0.633	0.676
slice	0.583	0.375	0.303
slick	0.388	0.383	0.349
slicker	0.727	0.387	0.519
slide	0.615	0.435	0.432
slider	0.585	0.491	0.518
sliding	0.356	0.730	0.491
slight	0.521	0.240	0.155
slight anticipation	0.562	0.490	0.445
slight disgust	0.156	0.578	0.318
slight surprise	0.677	0.746	0.557
slight trust	0.306	0.400	0.245
slightly	0.470	0.274	0.255
slightly negative	0.190	0.472	0.259
slightly positive	0.792	0.480	0.567
slim	0.562	0.180	0.296
slime	0.300	0.370	0.183
slimy	0.177	0.500	0.309
sling	0.417	0.423	0.404
slingshot	0.323	0.654	0.474
slink	0.460	0.546	0.314
slinky	0.400	0.637	0.603
slip	0.316	0.714	0.321
slipper	0.635	0.298	0.245
slippers	0.573	0.413	0.236
slippery	0.219	0.740	0.343
slit	0.406	0.490	0.366
sliver	0.388	0.347	0.291
slob	0.275	0.365	0.300
slobber	0.350	0.375	0.278
slogan	0.550	0.216	0.564
sloop	0.480	0.375	0.380
slop	0.306	0.409	0.325
slope	0.347	0.438	0.279
sloppy	0.303	0.441	0.183
slot	0.469	0.337	0.337
sloth	0.198	0.140	0.125
slouch	0.365	0.450	0.328
slough	0.265	0.390	0.200
slow	0.357	0.073	0.131
slowly	0.427	0.185	0.295
slowness	0.302	0.212	0.191
sludge	0.354	0.396	0.229
slug	0.276	0.370	0.160
slugger	0.458	0.500	0.518
sluggish	0.224	0.124	0.155
sluice	0.427	0.520	0.365
slum	0.292	0.528	0.302
slumber	0.592	0.191	0.426
slump	0.194	0.438	0.130
slur	0.115	0.814	0.427
slurp	0.540	0.528	0.411
slush	0.427	0.283	0.296
slut	0.071	0.808	0.309
slutty	0.224	0.810	0.371
sly	0.573	0.690	0.750
smack	0.323	0.662	0.381
small	0.542	0.205	0.120
smaller	0.300	0.310	0.179
smallest	0.281	0.340	0.129
smallpox	0.156	0.583	0.222
smart	0.906	0.607	0.923
smartass	0.364	0.520	0.620
smarten	0.602	0.490	0.551
smarty	0.673	0.510	0.848
smash	0.195	0.692	0.530
smashed	0.143	0.660	0.256
smattering	0.448	0.460	0.500
smear	0.230	0.433	0.400
smell	0.510	0.520	0.330
smelling	0.458	0.481	0.349
smelly	0.100	0.528	0.245
smelt	0.333	0.441	0.345
smidgen	0.367	0.385	0.357
smile	0.906	0.598	0.618
smiled	0.949	0.530	0.536
smiles	0.892	0.606	0.607
smiley	0.865	0.470	0.571
smiling	0.981	0.679	0.625
smirk	0.792	0.596	0.583
smite	0.303	0.846	0.682
smith	0.677	0.333	0.529
smithereens	0.281	0.561	0.409
smitten	0.153	0.760	0.204
smock	0.429	0.250	0.250
smog	0.271	0.480	0.382
smoke	0.188	0.500	0.391
smoker	0.208	0.528	0.311
smokey	0.494	0.462	0.430
smoking	0.176	0.557	0.384
smoky	0.459	0.420	0.327
smoldering	0.635	0.781	0.764
smooch	0.796	0.731	0.491
smooth	0.823	0.127	0.281
smoothie	0.806	0.333	0.281
smoothly	0.821	0.134	0.488
smoothness	0.833	0.221	0.412
smother	0.292	0.685	0.420
smudge	0.327	0.429	0.245
smug	0.198	0.552	0.587
smuggle	0.194	0.775	0.570
smuggler	0.062	0.867	0.645
smuggling	0.229	0.783	0.510
smut	0.357	0.360	0.349
snack	0.646	0.407	0.345
snacks	0.781	0.480	0.306
snafu	0.375	0.549	0.274
snag	0.417	0.250	0.339
snags	0.177	0.721	0.490
snail	0.480	0.104	0.296
snake	0.276	0.750	0.549
snakes	0.176	0.662	0.606
snakeskin	0.276	0.696	0.391
snap	0.344	0.517	0.352
snapper	0.417	0.429	0.245
snappy	0.573	0.592	0.418
snapshot	0.573	0.578	0.588
snare	0.229	0.850	0.466
snarl	0.430	0.787	0.455
snarling	0.312	0.704	0.491
snatch	0.219	0.861	0.691
snatcher	0.122	0.867	0.563
snazzy	0.735	0.370	0.660
sneak	0.281	0.745	0.449
sneaker	0.794	0.479	0.389
sneakers	0.604	0.548	0.349
sneaking	0.203	0.755	0.545
sneaky	0.240	0.740	0.560
sneer	0.133	0.755	0.345
sneeze	0.271	0.442	0.336
sneezing	0.434	0.570	0.345
snicker	0.708	0.693	0.409
snide	0.186	0.723	0.455
sniff	0.396	0.500	0.318
snip	0.417	0.327	0.268
snipe	0.198	0.915	0.491
sniper	0.167	0.870	0.853
snippet	0.612	0.410	0.368
snippy	0.418	0.491	0.481
snitch	0.300	0.598	0.333
snob	0.296	0.520	0.309
snoop	0.134	0.740	0.434
snoopy	0.573	0.534	0.291
snooty	0.390	0.455	0.446
snooze	0.235	0.357	0.282
snore	0.245	0.610	0.481
snorkel	0.510	0.470	0.327
snort	0.469	0.531	0.413
snot	0.214	0.340	0.269
snotty	0.180	0.382	0.200
snout	0.276	0.385	0.241
snow	0.667	0.363	0.309
snowball	0.717	0.444	0.321
snowboard	0.663	0.680	0.511
snowboarder	0.719	0.754	0.545
snowday	0.602	0.500	0.440
snowfall	0.675	0.280	0.455
snowflake	0.748	0.192	0.260
snowing	0.586	0.490	0.387
snowmageddon	0.375	0.575	0.472
snowman	0.776	0.291	0.323
snowplow	0.449	0.480	0.493
snowstorm	0.204	0.833	0.629
snowy	0.656	0.304	0.357
snub	0.229	0.412	0.228
snubbed	0.265	0.528	0.279
snuff	0.357	0.470	0.377
snug	0.867	0.173	0.500
snuggle	0.781	0.390	0.350
snuggled	0.552	0.439	0.314
snuggles	0.670	0.340	0.287
snuggling	0.683	0.585	0.373
soak	0.480	0.370	0.240
soaked	0.365	0.462	0.358
soaking	0.438	0.324	0.375
soangry	0.327	0.650	0.482
soannoyed	0.271	0.529	0.426
soap	0.531	0.163	0.311
soapbox	0.500	0.415	0.393
soapy	0.552	0.373	0.355
soar	0.790	0.740	0.718
soaring	0.708	0.704	0.650
sob	0.115	0.480	0.212
sober	0.729	0.216	0.568
soblessed	0.542	0.395	0.287
sobriety	0.680	0.310	0.583
soc	0.427	0.431	0.380
soccer	0.698	0.837	0.644
sociable	0.854	0.459	0.627
social	0.806	0.370	0.614
socialanxiety	0.270	0.588	0.426
socialism	0.510	0.500	0.560
socialist	0.448	0.400	0.543
socialite	0.684	0.668	0.570
socialize	0.907	0.683	0.726
society	0.674	0.464	0.782
sociology	0.615	0.439	0.694
sociopath	0.104	0.863	0.439
sock	0.500	0.167	0.290
socket	0.583	0.469	0.377
sod	0.427	0.383	0.333
soda	0.688	0.314	0.364
soda/pop	0.581	0.410	0.382
sodding	0.240	0.500	0.400
sodium	0.490	0.340	0.291
sofa	0.583	0.106	0.263
soft	0.760	0.179	0.232
softball	0.735	0.630	0.518
soften	0.694	0.194	0.392
softener	0.745	0.300	0.373
softening	0.700	0.255	0.361
softly	0.517	0.206	0.304
softness	0.875	0.086	0.402
software	0.561	0.280	0.570
soggy	0.312	0.350	0.241
sohappy	0.949	0.673	0.681
soil	0.350	0.180	0.356
soiled	0.106	0.529	0.213
soiree	0.729	0.692	0.578
sojourn	0.514	0.243	0.509
solace	0.776	0.294	0.453
solar	0.622	0.452	0.645
solarium	0.602	0.356	0.421
solder	0.439	0.510	0.611
soldering	0.573	0.536	0.538
soldier	0.392	0.708	0.768
sole	0.427	0.194	0.279
solemn	0.708	0.370	0.709
solicit	0.620	0.490	0.604
solicitation	0.612	0.519	0.415
solicitor	0.600	0.479	0.802
solid	0.667	0.304	0.763
solidarity	0.792	0.407	0.781
solidification	0.480	0.500	0.827
solidified	0.633	0.415	0.745
solidify	0.583	0.318	0.754
solidity	0.745	0.444	0.850
solitaire	0.365	0.227	0.279
solitary	0.224	0.202	0.268
solitude	0.208	0.226	0.358
solo	0.438	0.190	0.325
solubility	0.506	0.360	0.442
soluble	0.542	0.272	0.409
solucky	0.573	0.529	0.615
solution	0.790	0.339	0.664
solve	0.656	0.530	0.688
solvency	0.604	0.296	0.605
solvent	0.635	0.316	0.573
somad	0.429	0.490	0.463
somatic	0.438	0.406	0.444
somber	0.184	0.500	0.380
some anticipation	0.423	0.482	0.472
some disgust	0.094	0.657	0.321
some surprise	0.827	0.849	0.500
some trust	0.594	0.451	0.547
somersault	0.214	0.769	0.519
somethingigetalot	0.573	0.567	0.509
somewhat negative	0.208	0.480	0.150
somewhat positive	0.920	0.510	0.667
somuchtodo	0.510	0.598	0.441
son	0.792	0.365	0.528
sonar	0.541	0.480	0.414
sonata	0.643	0.406	0.425
sonervous	0.344	0.655	0.373
song	0.854	0.413	0.500
songwriter	0.844	0.558	0.713
sonic	0.594	0.500	0.481
sonice	0.500	0.356	0.421
sonnet	0.718	0.294	0.404
sonorous	0.646	0.580	0.442
soot	0.375	0.328	0.292
soothe	0.817	0.194	0.412
soothing	0.625	0.179	0.519
sophisticated	0.865	0.481	0.845
sophistication	0.792	0.472	0.704
sophomore	0.653	0.415	0.427
sopissed	0.276	0.577	0.433
soppy	0.510	0.355	0.297
soprano	0.552	0.550	0.685
sorcerer	0.377	0.633	0.632
sorcery	0.279	0.740	0.640
sordid	0.219	0.555	0.447
sore	0.094	0.650	0.224
soready	0.622	0.500	0.545
sorely	0.284	0.727	0.370
soreness	0.113	0.843	0.302
sorghum	0.469	0.358	0.420
sorority	0.635	0.637	0.627
sorrow	0.052	0.235	0.164
sorrowful	0.049	0.422	0.163
sorry	0.406	0.362	0.212
sort	0.673	0.389	0.674
sorter	0.594	0.412	0.823
sortie	0.490	0.450	0.311
sorting	0.469	0.400	0.642
sos	0.354	0.675	0.386
soscared	0.229	0.652	0.319
soscary	0.301	0.660	0.414
soslow	0.347	0.312	0.284
sostressed	0.435	0.481	0.578
sosweet	0.755	0.354	0.417
sothankful	0.729	0.526	0.418
sou	0.480	0.390	0.412
soul	0.770	0.220	0.510
soulful	0.755	0.331	0.500
soulless	0.125	0.591	0.400
soulmate	0.890	0.500	0.628
sound	0.765	0.623	0.398
sounding	0.690	0.500	0.558
soundness	0.780	0.377	0.893
soundproof	0.490	0.390	0.409
soundtrack	0.630	0.559	0.518
soup	0.602	0.245	0.269
sour	0.276	0.594	0.373
source	0.740	0.318	0.684
sourpuss	0.188	0.620	0.382
south	0.562	0.265	0.429
southbound	0.510	0.370	0.395
southeast	0.510	0.283	0.413
southern	0.552	0.269	0.370
southpaw	0.542	0.389	0.404
southwest	0.406	0.314	0.355
souvenir	0.844	0.311	0.466
sovereign	0.698	0.500	0.885
sovereignty	0.719	0.529	0.886
soviet	0.347	0.580	0.536
sow	0.667	0.430	0.446
soy	0.438	0.250	0.286
soy sauce	0.573	0.382	0.318
soybean	0.521	0.250	0.293
spa	0.622	0.151	0.386
space	0.800	0.317	0.573
spacecraft	0.646	0.698	0.680
spaceman	0.688	0.577	0.848
spaceship	0.643	0.781	0.664
spacing	0.621	0.425	0.507
spacious	0.880	0.365	0.557
spade	0.469	0.667	0.529
spaghetti	0.729	0.353	0.288
spam	0.188	0.354	0.304
spammers	0.354	0.500	0.418
span	0.521	0.330	0.528
spandex	0.429	0.520	0.429
spaniel	0.561	0.435	0.385
spank	0.112	0.882	0.642
spanking	0.194	0.736	0.392
spar	0.417	0.438	0.536
spare	0.552	0.398	0.411
spareribs	0.635	0.431	0.395
sparingly	0.510	0.353	0.518
spark	0.688	0.745	0.529
sparkle	0.819	0.765	0.510
sparkling	0.700	0.418	0.598
sparkly	0.885	0.590	0.726
sparring	0.292	0.870	0.704
sparrow	0.583	0.460	0.327
sparse	0.240	0.367	0.209
spasm	0.194	0.594	0.366
spastic	0.240	0.541	0.491
spat	0.427	0.413	0.309
spatial	0.604	0.625	0.645
spatter	0.292	0.630	0.315
spatula	0.302	0.198	0.369
spawn	0.542	0.586	0.709
spaz	0.443	0.500	0.268
speak	0.765	0.472	0.500
speakeasy	0.680	0.536	0.442
speaker	0.604	0.660	0.723
speakerphone	0.531	0.569	0.560
speaking	0.753	0.590	0.575
spear	0.510	0.601	0.500
spec	0.583	0.426	0.691
special	0.844	0.602	0.730
specialist	0.760	0.562	0.877
speciality	0.854	0.470	0.885
specialize	0.776	0.540	0.861
specially	0.847	0.398	0.714
specialty	0.724	0.479	0.783
specie	0.583	0.471	0.650
species	0.561	0.330	0.645
specific	0.656	0.388	0.691
specification	0.552	0.479	0.602
specify	0.656	0.405	0.600
specimen	0.531	0.444	0.568
speck	0.418	0.245	0.343
speckled	0.449	0.263	0.254
specs	0.540	0.398	0.618
spectacle	0.812	0.745	0.762
spectacles	0.816	0.775	0.648
spectacular	0.947	0.740	0.887
spectator	0.694	0.560	0.667
specter	0.265	0.723	0.540
spectral	0.430	0.667	0.500
spectrometer	0.500	0.452	0.490
spectrophotometer	0.500	0.484	0.500
spectroscopy	0.470	0.541	0.570
spectrum	0.312	0.700	0.527
speculate	0.398	0.602	0.553
speculation	0.325	0.683	0.394
speculative	0.276	0.591	0.464
speculum	0.417	0.469	0.433
speech	0.656	0.470	0.688
speechless	0.459	0.320	0.315
speed	0.719	0.849	0.658
speedboat	0.635	0.858	0.612
speedily	0.688	0.740	0.665
speeding	0.438	0.908	0.645
speedometer	0.427	0.549	0.579
speedway	0.667	0.519	0.416
speedy	0.625	0.625	0.793
spell	0.385	0.380	0.368
spellbound	0.531	0.647	0.387
spelling	0.594	0.357	0.398
spencer	0.510	0.394	0.367
spend	0.672	0.745	0.429
spender	0.312	0.692	0.377
spending	0.333	0.556	0.330
spent	0.296	0.296	0.263
sperm	0.396	0.706	0.453
spew	0.260	0.651	0.573
sphere	0.633	0.277	0.500
spherical	0.550	0.308	0.500
sphincter	0.347	0.633	0.375
sphinx	0.604	0.324	0.490
spic	0.302	0.455	0.451
spice	0.594	0.439	0.384
spicy	0.440	0.733	0.610
spider	0.229	0.569	0.430
spiders	0.260	0.696	0.368
spiffy	0.615	0.582	0.470
spigot	0.380	0.346	0.423
spike	0.382	0.510	0.408
spiked	0.281	0.613	0.407
spiky	0.284	0.657	0.587
spill	0.408	0.633	0.456
